,EC,Superpathway
570,ec:1.3.1.3,Lipid metabolism
571,ec:1.3.99.6,Lipid metabolism
572,ec:2.1.1.6,Lipid metabolism
573,ec:2.4.1.17,Lipid metabolism
574,ec:2.8.2.15,Lipid metabolism
575,ec:2.8.2.2,Lipid metabolism
576,ec:2.8.2.4,Lipid metabolism
577,ec:3.1.6.1,Lipid metabolism
578,ec:3.1.6.2,Lipid metabolism
579,ec:5.3.3.1,Lipid metabolism
580,ec:1.10.2.2,Energy metabolism
581,ec:1.3.5.1,Energy metabolism
582,ec:1.6.5.11,Energy metabolism
583,ec:1.6.5.3,Energy metabolism
584,ec:1.6.99.3,Energy metabolism
585,ec:1.9.3.1,Energy metabolism
586,ec:2.7.4.1,Energy metabolism
587,ec:3.6.1.1,Energy metabolism
588,ec:3.6.3.10,Energy metabolism
589,ec:3.6.3.14,Energy metabolism
590,ec:3.6.3.6,Energy metabolism
591,ec:1.10.9.1,Energy metabolism
592,ec:1.18.1.2,Energy metabolism
593,ec:3.6.3.14,Energy metabolism
594,ec:1.14.13.39,Amino acid metabolism
595,ec:1.14.14.47,Amino acid metabolism
596,ec:1.2.1.38,Amino acid metabolism
597,ec:1.4.1.2,Amino acid metabolism
598,ec:1.4.1.3,Amino acid metabolism
599,ec:1.4.1.4,Amino acid metabolism
600,ec:2.1.3.3,Amino acid metabolism
601,ec:2.1.3.9,Amino acid metabolism
602,ec:2.3.1.1,Amino acid metabolism
603,ec:2.3.1.35,Amino acid metabolism
604,ec:2.6.1.1,Amino acid metabolism
605,ec:2.6.1.11,Amino acid metabolism
606,ec:2.6.1.2,Amino acid metabolism
607,ec:2.7.2.2,Amino acid metabolism
608,ec:2.7.2.8,Amino acid metabolism
609,ec:3.5.1.14,Amino acid metabolism
610,ec:3.5.1.16,Amino acid metabolism
611,ec:3.5.1.2,Amino acid metabolism
612,ec:3.5.1.38,Amino acid metabolism
613,ec:3.5.1.5,Amino acid metabolism
614,ec:3.5.1.54,Amino acid metabolism
615,ec:3.5.3.1,Amino acid metabolism
616,ec:3.5.3.6,Amino acid metabolism
617,ec:4.3.2.1,Amino acid metabolism
618,ec:6.3.1.2,Amino acid metabolism
619,ec:6.3.4.16,Amino acid metabolism
620,ec:6.3.4.5,Amino acid metabolism
621,ec:6.3.4.6,Amino acid metabolism
622,ec:1.1.1.154,Nucleotide metabolism
623,ec:1.1.1.205,Nucleotide metabolism
624,ec:1.1.1.350,Nucleotide metabolism
625,ec:1.1.98.6,Nucleotide metabolism
626,ec:1.14.13.113,Nucleotide metabolism
627,ec:1.17.1.4,Nucleotide metabolism
628,ec:1.17.3.2,Nucleotide metabolism
629,ec:1.17.4.1,Nucleotide metabolism
630,ec:1.17.4.2,Nucleotide metabolism
631,ec:1.7.1.7,Nucleotide metabolism
632,ec:1.7.3.3,Nucleotide metabolism
633,ec:2.1.2.2,Nucleotide metabolism
634,ec:2.1.2.3,Nucleotide metabolism
635,ec:2.1.2.4,Nucleotide metabolism
636,ec:2.1.3.5,Nucleotide metabolism
637,ec:2.4.2.1,Nucleotide metabolism
638,ec:2.4.2.14,Nucleotide metabolism
639,ec:2.4.2.15,Nucleotide metabolism
640,ec:2.4.2.16,Nucleotide metabolism
641,ec:2.4.2.22,Nucleotide metabolism
642,ec:2.4.2.7,Nucleotide metabolism
643,ec:2.4.2.8,Nucleotide metabolism
644,ec:2.6.1.112,Nucleotide metabolism
645,ec:2.7.1.113,Nucleotide metabolism
646,ec:2.7.1.20,Nucleotide metabolism
647,ec:2.7.1.25,Nucleotide metabolism
648,ec:2.7.1.40,Nucleotide metabolism
649,ec:2.7.1.73,Nucleotide metabolism
650,ec:2.7.1.74,Nucleotide metabolism
651,ec:2.7.1.76,Nucleotide metabolism
652,ec:2.7.2.2,Nucleotide metabolism
653,ec:2.7.4.10,Nucleotide metabolism
654,ec:2.7.4.11,Nucleotide metabolism
655,ec:2.7.4.3,Nucleotide metabolism
656,ec:2.7.4.6,Nucleotide metabolism
657,ec:2.7.4.8,Nucleotide metabolism
658,ec:2.7.6.1,Nucleotide metabolism
659,ec:2.7.6.5,Nucleotide metabolism
660,ec:2.7.7.4,Nucleotide metabolism
661,ec:2.7.7.53,Nucleotide metabolism
662,ec:2.7.7.6,Nucleotide metabolism
663,ec:2.7.7.7,Nucleotide metabolism
664,ec:2.7.7.8,Nucleotide metabolism
665,ec:3.1.3.5,Nucleotide metabolism
666,ec:3.1.3.6,Nucleotide metabolism
667,ec:3.1.3.99,Nucleotide metabolism
668,ec:3.1.4.16,Nucleotide metabolism
669,ec:3.1.4.17,Nucleotide metabolism
670,ec:3.1.4.35,Nucleotide metabolism
671,ec:3.1.4.53,Nucleotide metabolism
672,ec:3.1.5.1,Nucleotide metabolism
673,ec:3.1.7.2,Nucleotide metabolism
674,ec:3.2.2.1,Nucleotide metabolism
675,ec:3.2.2.12,Nucleotide metabolism
676,ec:3.2.2.2,Nucleotide metabolism
677,ec:3.2.2.4,Nucleotide metabolism
678,ec:3.2.2.7,Nucleotide metabolism
679,ec:3.2.2.8,Nucleotide metabolism
680,ec:3.5.1.116,Nucleotide metabolism
681,ec:3.5.1.126,Nucleotide metabolism
682,ec:3.5.1.5,Nucleotide metabolism
683,ec:3.5.2.17,Nucleotide metabolism
684,ec:3.5.2.5,Nucleotide metabolism
685,ec:3.5.3.26,Nucleotide metabolism
686,ec:3.5.3.4,Nucleotide metabolism
687,ec:3.5.3.9,Nucleotide metabolism
688,ec:3.5.4.10,Nucleotide metabolism
689,ec:3.5.4.2,Nucleotide metabolism
690,ec:3.5.4.3,Nucleotide metabolism
691,ec:3.5.4.4,Nucleotide metabolism
692,ec:3.5.4.6,Nucleotide metabolism
693,ec:3.5.4.8,Nucleotide metabolism
694,ec:3.6.1.11,Nucleotide metabolism
695,ec:3.6.1.13,Nucleotide metabolism
696,ec:3.6.1.14,Nucleotide metabolism
697,ec:3.6.1.15,Nucleotide metabolism
698,ec:3.6.1.17,Nucleotide metabolism
699,ec:3.6.1.20,Nucleotide metabolism
700,ec:3.6.1.21,Nucleotide metabolism
701,ec:3.6.1.29,Nucleotide metabolism
702,ec:3.6.1.3,Nucleotide metabolism
703,ec:3.6.1.40,Nucleotide metabolism
704,ec:3.6.1.41,Nucleotide metabolism
705,ec:3.6.1.5,Nucleotide metabolism
706,ec:3.6.1.6,Nucleotide metabolism
707,ec:3.6.1.61,Nucleotide metabolism
708,ec:3.6.1.64,Nucleotide metabolism
709,ec:3.6.1.66,Nucleotide metabolism
710,ec:3.6.1.8,Nucleotide metabolism
711,ec:3.6.1.9,Nucleotide metabolism
712,ec:3.6.2.2,Nucleotide metabolism
713,ec:4.1.1.21,Nucleotide metabolism
714,ec:4.1.1.97,Nucleotide metabolism
715,ec:4.3.2.2,Nucleotide metabolism
716,ec:4.3.2.3,Nucleotide metabolism
717,ec:4.6.1.1,Nucleotide metabolism
718,ec:4.6.1.2,Nucleotide metabolism
719,ec:5.1.99.3,Nucleotide metabolism
720,ec:5.4.2.2,Nucleotide metabolism
721,ec:5.4.2.7,Nucleotide metabolism
722,ec:5.4.99.18,Nucleotide metabolism
723,ec:6.3.2.6,Nucleotide metabolism
724,ec:6.3.3.1,Nucleotide metabolism
725,ec:6.3.4.13,Nucleotide metabolism
726,ec:6.3.4.18,Nucleotide metabolism
727,ec:6.3.4.23,Nucleotide metabolism
728,ec:6.3.4.4,Nucleotide metabolism
729,ec:6.3.4.7,Nucleotide metabolism
730,ec:6.3.5.2,Nucleotide metabolism
731,ec:6.3.5.3,Nucleotide metabolism
732,ec:2.1.1.38,Biosynthesis of other secondary metabolites
733,ec:1.14.13.128,Biosynthesis of other secondary metabolites
734,ec:1.14.13.178,Biosynthesis of other secondary metabolites
735,ec:1.14.13.179,Biosynthesis of other secondary metabolites
736,ec:1.14.14.1,Biosynthesis of other secondary metabolites
737,ec:1.17.3.2,Biosynthesis of other secondary metabolites
738,ec:1.17.5.2,Biosynthesis of other secondary metabolites
739,ec:1.7.3.3,Biosynthesis of other secondary metabolites
740,ec:2.1.1.158,Biosynthesis of other secondary metabolites
741,ec:2.1.1.159,Biosynthesis of other secondary metabolites
742,ec:2.1.1.160,Biosynthesis of other secondary metabolites
743,ec:2.3.1.5,Biosynthesis of other secondary metabolites
744,ec:3.2.2.25,Biosynthesis of other secondary metabolites
745,ec:1.1.98.6,Nucleotide metabolism
746,ec:1.14.99.46,Nucleotide metabolism
747,ec:1.17.4.1,Nucleotide metabolism
748,ec:1.17.4.2,Nucleotide metabolism
749,ec:1.17.99.4,Nucleotide metabolism
750,ec:1.3.1.1,Nucleotide metabolism
751,ec:1.3.1.14,Nucleotide metabolism
752,ec:1.3.1.2,Nucleotide metabolism
753,ec:1.3.5.2,Nucleotide metabolism
754,ec:1.3.98.1,Nucleotide metabolism
755,ec:2.1.1.148,Nucleotide metabolism
756,ec:2.1.1.45,Nucleotide metabolism
757,ec:2.1.2.8,Nucleotide metabolism
758,ec:2.1.3.2,Nucleotide metabolism
759,ec:2.4.2.1,Nucleotide metabolism
760,ec:2.4.2.10,Nucleotide metabolism
761,ec:2.4.2.2,Nucleotide metabolism
762,ec:2.4.2.3,Nucleotide metabolism
763,ec:2.4.2.4,Nucleotide metabolism
764,ec:2.4.2.6,Nucleotide metabolism
765,ec:2.4.2.9,Nucleotide metabolism
766,ec:2.7.1.21,Nucleotide metabolism
767,ec:2.7.1.213,Nucleotide metabolism
768,ec:2.7.1.48,Nucleotide metabolism
769,ec:2.7.1.74,Nucleotide metabolism
770,ec:2.7.1.83,Nucleotide metabolism
771,ec:2.7.4.12,Nucleotide metabolism
772,ec:2.7.4.14,Nucleotide metabolism
773,ec:2.7.4.22,Nucleotide metabolism
774,ec:2.7.4.25,Nucleotide metabolism
775,ec:2.7.4.6,Nucleotide metabolism
776,ec:2.7.4.9,Nucleotide metabolism
777,ec:2.7.7.6,Nucleotide metabolism
778,ec:2.7.7.7,Nucleotide metabolism
779,ec:2.7.7.8,Nucleotide metabolism
780,ec:3.1.3.5,Nucleotide metabolism
781,ec:3.1.3.6,Nucleotide metabolism
782,ec:3.1.3.89,Nucleotide metabolism
783,ec:3.1.4.16,Nucleotide metabolism
784,ec:3.2.2.10,Nucleotide metabolism
785,ec:3.2.2.3,Nucleotide metabolism
786,ec:3.2.2.8,Nucleotide metabolism
787,ec:3.5.1.110,Nucleotide metabolism
788,ec:3.5.1.6,Nucleotide metabolism
789,ec:3.5.1.95,Nucleotide metabolism
790,ec:3.5.2.1,Nucleotide metabolism
791,ec:3.5.2.2,Nucleotide metabolism
792,ec:3.5.2.3,Nucleotide metabolism
793,ec:3.5.4.1,Nucleotide metabolism
794,ec:3.5.4.12,Nucleotide metabolism
795,ec:3.5.4.13,Nucleotide metabolism
796,ec:3.5.4.30,Nucleotide metabolism
797,ec:3.5.4.5,Nucleotide metabolism
798,ec:3.6.1.12,Nucleotide metabolism
799,ec:3.6.1.17,Nucleotide metabolism
800,ec:3.6.1.23,Nucleotide metabolism
801,ec:3.6.1.39,Nucleotide metabolism
802,ec:3.6.1.5,Nucleotide metabolism
803,ec:3.6.1.6,Nucleotide metabolism
804,ec:3.6.1.8,Nucleotide metabolism
805,ec:3.6.1.9,Nucleotide metabolism
806,ec:4.1.1.23,Nucleotide metabolism
807,ec:4.2.1.70,Nucleotide metabolism
808,ec:6.3.4.2,Nucleotide metabolism
809,ec:6.3.5.5,Nucleotide metabolism
810,ec:1.2.1.16,Amino acid metabolism
811,ec:1.2.1.24,Amino acid metabolism
812,ec:1.2.1.79,Amino acid metabolism
813,ec:1.2.1.88,Amino acid metabolism
814,ec:1.4.1.1,Amino acid metabolism
815,ec:1.4.1.13,Amino acid metabolism
816,ec:1.4.1.14,Amino acid metabolism
817,ec:1.4.1.2,Amino acid metabolism
818,ec:1.4.1.3,Amino acid metabolism
819,ec:1.4.1.4,Amino acid metabolism
820,ec:1.4.3.1,Amino acid metabolism
821,ec:1.4.3.15,Amino acid metabolism
822,ec:1.4.3.16,Amino acid metabolism
823,ec:1.4.3.2,Amino acid metabolism
824,ec:2.1.3.2,Amino acid metabolism
825,ec:2.3.1.17,Amino acid metabolism
826,ec:2.4.2.14,Amino acid metabolism
827,ec:2.6.1.1,Amino acid metabolism
828,ec:2.6.1.12,Amino acid metabolism
829,ec:2.6.1.14,Amino acid metabolism
830,ec:2.6.1.15,Amino acid metabolism
831,ec:2.6.1.16,Amino acid metabolism
832,ec:2.6.1.19,Amino acid metabolism
833,ec:2.6.1.2,Amino acid metabolism
834,ec:2.6.1.44,Amino acid metabolism
835,ec:2.6.1.96,Amino acid metabolism
836,ec:3.4.17.21,Amino acid metabolism
837,ec:3.5.1.1,Amino acid metabolism
838,ec:3.5.1.111,Amino acid metabolism
839,ec:3.5.1.15,Amino acid metabolism
840,ec:3.5.1.2,Amino acid metabolism
841,ec:3.5.1.3,Amino acid metabolism
842,ec:3.5.1.38,Amino acid metabolism
843,ec:3.5.1.7,Amino acid metabolism
844,ec:4.1.1.12,Amino acid metabolism
845,ec:4.1.1.15,Amino acid metabolism
846,ec:4.3.1.1,Amino acid metabolism
847,ec:4.3.2.1,Amino acid metabolism
848,ec:4.3.2.2,Amino acid metabolism
849,ec:5.1.1.13,Amino acid metabolism
850,ec:6.3.1.1,Amino acid metabolism
851,ec:6.3.1.17,Amino acid metabolism
852,ec:6.3.1.2,Amino acid metabolism
853,ec:6.3.2.41,Amino acid metabolism
854,ec:6.3.2.42,Amino acid metabolism
855,ec:6.3.4.16,Amino acid metabolism
856,ec:6.3.4.4,Amino acid metabolism
857,ec:6.3.4.5,Amino acid metabolism
858,ec:6.3.5.4,Amino acid metabolism
859,ec:6.3.5.5,Amino acid metabolism
860,ec:1.14.13.231,Metabolism of terpenoids and polyketides
861,ec:1.14.13.232,Metabolism of terpenoids and polyketides
862,ec:1.14.13.233,Metabolism of terpenoids and polyketides
863,ec:1.14.13.234,Metabolism of terpenoids and polyketides
864,ec:1.14.13.38,Metabolism of terpenoids and polyketides
865,ec:1.14.19.49,Metabolism of terpenoids and polyketides
866,ec:1.3.98.4,Metabolism of terpenoids and polyketides
867,ec:2.1.1.335,Metabolism of terpenoids and polyketides
868,ec:2.3.1.260,Metabolism of terpenoids and polyketides
869,ec:1.1.1.349,Biosynthesis of other secondary metabolites
870,ec:1.1.1.352,Biosynthesis of other secondary metabolites
871,ec:1.1.1.353,Biosynthesis of other secondary metabolites
872,ec:1.13.12.20,Biosynthesis of other secondary metabolites
873,ec:1.14.14.116,Biosynthesis of other secondary metabolites
874,ec:1.14.14.117,Biosynthesis of other secondary metabolites
875,ec:2.1.1.109,Biosynthesis of other secondary metabolites
876,ec:2.1.1.110,Biosynthesis of other secondary metabolites
877,ec:2.3.1.221,Biosynthesis of other secondary metabolites
878,ec:3.1.1.94,Biosynthesis of other secondary metabolites
879,ec:4.2.1.142,Biosynthesis of other secondary metabolites
880,ec:4.2.1.143,Biosynthesis of other secondary metabolites
881,ec:6.4.1.2,Biosynthesis of other secondary metabolites
882,ec:1.1.1.1,Amino acid metabolism
883,ec:1.1.1.103,Amino acid metabolism
884,ec:1.1.1.29,Amino acid metabolism
885,ec:1.1.1.3,Amino acid metabolism
886,ec:1.1.1.381,Amino acid metabolism
887,ec:1.1.1.75,Amino acid metabolism
888,ec:1.1.1.81,Amino acid metabolism
889,ec:1.1.1.95,Amino acid metabolism
890,ec:1.1.3.17,Amino acid metabolism
891,ec:1.1.99.1,Amino acid metabolism
892,ec:1.14.11.55,Amino acid metabolism
893,ec:1.14.15.7,Amino acid metabolism
894,ec:1.2.1.11,Amino acid metabolism
895,ec:1.2.1.8,Amino acid metabolism
896,ec:1.4.2.1,Amino acid metabolism
897,ec:1.4.3.21,Amino acid metabolism
898,ec:1.4.3.3,Amino acid metabolism
899,ec:1.4.3.4,Amino acid metabolism
900,ec:1.4.4.2,Amino acid metabolism
901,ec:1.5.3.1,Amino acid metabolism
902,ec:1.5.8.3,Amino acid metabolism
903,ec:1.5.8.4,Amino acid metabolism
904,ec:1.8.1.4,Amino acid metabolism
905,ec:2.1.1.156,Amino acid metabolism
906,ec:2.1.1.157,Amino acid metabolism
907,ec:2.1.1.161,Amino acid metabolism
908,ec:2.1.1.2,Amino acid metabolism
909,ec:2.1.1.20,Amino acid metabolism
910,ec:2.1.1.5,Amino acid metabolism
911,ec:2.1.2.1,Amino acid metabolism
912,ec:2.1.2.10,Amino acid metabolism
913,ec:2.1.4.1,Amino acid metabolism
914,ec:2.3.1.178,Amino acid metabolism
915,ec:2.3.1.29,Amino acid metabolism
916,ec:2.3.1.37,Amino acid metabolism
917,ec:2.6.1.4,Amino acid metabolism
918,ec:2.6.1.44,Amino acid metabolism
919,ec:2.6.1.45,Amino acid metabolism
920,ec:2.6.1.51,Amino acid metabolism
921,ec:2.6.1.52,Amino acid metabolism
922,ec:2.6.1.76,Amino acid metabolism
923,ec:2.7.1.165,Amino acid metabolism
924,ec:2.7.1.31,Amino acid metabolism
925,ec:2.7.1.39,Amino acid metabolism
926,ec:2.7.2.4,Amino acid metabolism
927,ec:2.7.3.5,Amino acid metabolism
928,ec:2.7.8.8,Amino acid metabolism
929,ec:3.1.3.3,Amino acid metabolism
930,ec:3.1.3.38,Amino acid metabolism
931,ec:3.5.1.125,Amino acid metabolism
932,ec:3.5.3.3,Amino acid metabolism
933,ec:3.5.4.44,Amino acid metabolism
934,ec:4.1.1.86,Amino acid metabolism
935,ec:4.1.2.48,Amino acid metabolism
936,ec:4.1.2.49,Amino acid metabolism
937,ec:4.1.2.5,Amino acid metabolism
938,ec:4.2.1.108,Amino acid metabolism
939,ec:4.2.1.20,Amino acid metabolism
940,ec:4.2.1.22,Amino acid metabolism
941,ec:4.2.3.1,Amino acid metabolism
942,ec:4.3.1.17,Amino acid metabolism
943,ec:4.3.1.18,Amino acid metabolism
944,ec:4.3.1.19,Amino acid metabolism
945,ec:4.4.1.1,Amino acid metabolism
946,ec:5.1.1.10,Amino acid metabolism
947,ec:5.1.1.18,Amino acid metabolism
948,ec:5.4.2.11,Amino acid metabolism
949,ec:5.4.2.12,Amino acid metabolism
950,ec:1.1.3.46,Biosynthesis of other secondary metabolites
951,ec:1.13.11.46,Biosynthesis of other secondary metabolites
952,ec:1.17.1.8,Biosynthesis of other secondary metabolites
953,ec:1.2.1.11,Biosynthesis of other secondary metabolites
954,ec:2.5.1.38,Biosynthesis of other secondary metabolites
955,ec:2.6.1.103,Biosynthesis of other secondary metabolites
956,ec:2.7.2.4,Biosynthesis of other secondary metabolites
957,ec:2.7.7.4,Biosynthesis of other secondary metabolites
958,ec:4.3.3.7,Biosynthesis of other secondary metabolites
959,ec:5.1.1.14,Biosynthesis of other secondary metabolites
960,ec:1.1.1.27,Amino acid metabolism
961,ec:1.1.1.3,Amino acid metabolism
962,ec:1.1.1.310,Amino acid metabolism
963,ec:1.1.1.338,Amino acid metabolism
964,ec:1.1.1.37,Amino acid metabolism
965,ec:1.13.11.20,Amino acid metabolism
966,ec:1.13.11.53,Amino acid metabolism
967,ec:1.13.11.54,Amino acid metabolism
968,ec:1.14.17.4,Amino acid metabolism
969,ec:1.2.1.11,Amino acid metabolism
970,ec:1.4.3.2,Amino acid metabolism
971,ec:1.8.1.10,Amino acid metabolism
972,ec:1.8.1.6,Amino acid metabolism
973,ec:1.8.4.1,Amino acid metabolism
974,ec:1.8.4.13,Amino acid metabolism
975,ec:1.8.4.14,Amino acid metabolism
976,ec:1.8.4.3,Amino acid metabolism
977,ec:1.8.4.4,Amino acid metabolism
978,ec:2.1.1.10,Amino acid metabolism
979,ec:2.1.1.13,Amino acid metabolism
980,ec:2.1.1.14,Amino acid metabolism
981,ec:2.1.1.37,Amino acid metabolism
982,ec:2.1.1.5,Amino acid metabolism
983,ec:2.3.1.184,Amino acid metabolism
984,ec:2.3.1.30,Amino acid metabolism
985,ec:2.3.1.31,Amino acid metabolism
986,ec:2.3.1.46,Amino acid metabolism
987,ec:2.4.2.28,Amino acid metabolism
988,ec:2.4.2.44,Amino acid metabolism
989,ec:2.5.1.134,Amino acid metabolism
990,ec:2.5.1.144,Amino acid metabolism
991,ec:2.5.1.16,Amino acid metabolism
992,ec:2.5.1.22,Amino acid metabolism
993,ec:2.5.1.47,Amino acid metabolism
994,ec:2.5.1.48,Amino acid metabolism
995,ec:2.5.1.49,Amino acid metabolism
996,ec:2.5.1.6,Amino acid metabolism
997,ec:2.5.1.65,Amino acid metabolism
998,ec:2.6.1.1,Amino acid metabolism
999,ec:2.6.1.3,Amino acid metabolism
1000,ec:2.6.1.42,Amino acid metabolism
1001,ec:2.6.1.44,Amino acid metabolism
1002,ec:2.6.1.5,Amino acid metabolism
1003,ec:2.6.1.57,Amino acid metabolism
1004,ec:2.7.1.100,Amino acid metabolism
1005,ec:2.7.2.4,Amino acid metabolism
1006,ec:2.8.1.2,Amino acid metabolism
1007,ec:2.8.5.1,Amino acid metabolism
1008,ec:3.1.3.77,Amino acid metabolism
1009,ec:3.1.3.87,Amino acid metabolism
1010,ec:3.2.2.16,Amino acid metabolism
1011,ec:3.2.2.9,Amino acid metabolism
1012,ec:3.3.1.1,Amino acid metabolism
1013,ec:3.4.13.12,Amino acid metabolism
1014,ec:3.5.1.31,Amino acid metabolism
1015,ec:3.5.4.31,Amino acid metabolism
1016,ec:3.5.99.7,Amino acid metabolism
1017,ec:4.1.1.12,Amino acid metabolism
1018,ec:4.1.1.50,Amino acid metabolism
1019,ec:4.2.1.109,Amino acid metabolism
1020,ec:4.2.1.22,Amino acid metabolism
1021,ec:4.3.1.17,Amino acid metabolism
1022,ec:4.4.1.1,Amino acid metabolism
1023,ec:4.4.1.10,Amino acid metabolism
1024,ec:4.4.1.11,Amino acid metabolism
1025,ec:4.4.1.14,Amino acid metabolism
1026,ec:4.4.1.15,Amino acid metabolism
1027,ec:4.4.1.21,Amino acid metabolism
1028,ec:4.4.1.24,Amino acid metabolism
1029,ec:4.4.1.25,Amino acid metabolism
1030,ec:4.4.1.28,Amino acid metabolism
1031,ec:4.4.1.35,Amino acid metabolism
1032,ec:4.4.1.8,Amino acid metabolism
1033,ec:5.1.1.10,Amino acid metabolism
1034,ec:5.3.1.23,Amino acid metabolism
1035,ec:5.3.2.5,Amino acid metabolism
1036,ec:6.3.2.2,Amino acid metabolism
1037,ec:6.3.2.3,Amino acid metabolism
1038,ec:1.1.1.178,Amino acid metabolism
1039,ec:1.1.1.31,Amino acid metabolism
1040,ec:1.1.1.35,Amino acid metabolism
1041,ec:1.2.1.27,Amino acid metabolism
1042,ec:1.2.1.3,Amino acid metabolism
1043,ec:1.2.3.1,Amino acid metabolism
1044,ec:1.2.4.4,Amino acid metabolism
1045,ec:1.2.7.7,Amino acid metabolism
1046,ec:1.3.8.1,Amino acid metabolism
1047,ec:1.3.8.4,Amino acid metabolism
1048,ec:1.3.8.7,Amino acid metabolism
1049,ec:1.3.99.12,Amino acid metabolism
1050,ec:1.4.1.23,Amino acid metabolism
1051,ec:1.4.1.9,Amino acid metabolism
1052,ec:1.4.3.2,Amino acid metabolism
1053,ec:1.8.1.4,Amino acid metabolism
1054,ec:2.3.1.16,Amino acid metabolism
1055,ec:2.3.1.168,Amino acid metabolism
1056,ec:2.3.1.9,Amino acid metabolism
1057,ec:2.3.3.10,Amino acid metabolism
1058,ec:2.6.1.18,Amino acid metabolism
1059,ec:2.6.1.22,Amino acid metabolism
1060,ec:2.6.1.40,Amino acid metabolism
1061,ec:2.6.1.42,Amino acid metabolism
1062,ec:2.6.1.6,Amino acid metabolism
1063,ec:2.8.3.5,Amino acid metabolism
1064,ec:3.1.2.17,Amino acid metabolism
1065,ec:3.1.2.4,Amino acid metabolism
1066,ec:4.1.3.4,Amino acid metabolism
1067,ec:4.2.1.17,Amino acid metabolism
1068,ec:4.2.1.18,Amino acid metabolism
1069,ec:5.1.99.1,Amino acid metabolism
1070,ec:5.4.99.2,Amino acid metabolism
1071,ec:6.2.1.16,Amino acid metabolism
1072,ec:6.4.1.3,Amino acid metabolism
1073,ec:6.4.1.4,Amino acid metabolism
1074,ec:1.1.1.183,Metabolism of terpenoids and polyketides
1075,ec:1.1.1.347,Metabolism of terpenoids and polyketides
1076,ec:1.1.1.35,Metabolism of terpenoids and polyketides
1077,ec:1.2.1.86,Metabolism of terpenoids and polyketides
1078,ec:2.3.1.16,Metabolism of terpenoids and polyketides
1079,ec:4.1.3.26,Metabolism of terpenoids and polyketides
1080,ec:4.1.3.4,Metabolism of terpenoids and polyketides
1081,ec:4.2.1.17,Metabolism of terpenoids and polyketides
1082,ec:4.2.1.57,Metabolism of terpenoids and polyketides
1083,ec:6.4.1.5,Metabolism of terpenoids and polyketides
1084,ec:1.1.1.85,Amino acid metabolism
1085,ec:1.1.1.86,Amino acid metabolism
1086,ec:1.4.1.9,Amino acid metabolism
1087,ec:2.2.1.6,Amino acid metabolism
1088,ec:2.3.1.182,Amino acid metabolism
1089,ec:2.3.3.13,Amino acid metabolism
1090,ec:2.6.1.42,Amino acid metabolism
1091,ec:2.6.1.6,Amino acid metabolism
1092,ec:2.6.1.66,Amino acid metabolism
1093,ec:4.2.1.33,Amino acid metabolism
1094,ec:4.2.1.35,Amino acid metabolism
1095,ec:4.2.1.9,Amino acid metabolism
1096,ec:4.3.1.19,Amino acid metabolism
1097,ec:5.4.99.3,Amino acid metabolism
1098,ec:1.1.1.286,Amino acid metabolism
1099,ec:1.1.1.3,Amino acid metabolism
1100,ec:1.1.1.87,Amino acid metabolism
1101,ec:1.17.1.8,Amino acid metabolism
1102,ec:1.2.1.11,Amino acid metabolism
1103,ec:1.2.1.95,Amino acid metabolism
1104,ec:1.4.1.16,Amino acid metabolism
1105,ec:1.5.1.10,Amino acid metabolism
1106,ec:1.5.1.7,Amino acid metabolism
1107,ec:2.3.1.117,Amino acid metabolism
1108,ec:2.3.1.89,Amino acid metabolism
1109,ec:2.3.3.14,Amino acid metabolism
1110,ec:2.6.1.17,Amino acid metabolism
1111,ec:2.6.1.39,Amino acid metabolism
1112,ec:2.6.1.57,Amino acid metabolism
1113,ec:2.6.1.83,Amino acid metabolism
1114,ec:2.7.2.4,Amino acid metabolism
1115,ec:3.5.1.18,Amino acid metabolism
1116,ec:3.5.1.47,Amino acid metabolism
1117,ec:4.1.1.20,Amino acid metabolism
1118,ec:4.2.1.114,Amino acid metabolism
1119,ec:4.2.1.36,Amino acid metabolism
1120,ec:4.3.3.7,Amino acid metabolism
1121,ec:5.1.1.7,Amino acid metabolism
1122,ec:5.4.99.58,Amino acid metabolism
1123,ec:6.3.2.10,Amino acid metabolism
1124,ec:6.3.2.13,Amino acid metabolism
1125,ec:6.3.2.43,Amino acid metabolism
1126,ec:1.1.1.35,Amino acid metabolism
1127,ec:1.13.12.2,Amino acid metabolism
1128,ec:1.14.11.1,Amino acid metabolism
1129,ec:1.14.11.4,Amino acid metabolism
1130,ec:1.14.11.8,Amino acid metabolism
1131,ec:1.14.13.59,Amino acid metabolism
1132,ec:1.2.1.20,Amino acid metabolism
1133,ec:1.2.1.3,Amino acid metabolism
1134,ec:1.2.1.31,Amino acid metabolism
1135,ec:1.2.1.47,Amino acid metabolism
1136,ec:1.2.4.2,Amino acid metabolism
1137,ec:1.3.8.6,Amino acid metabolism
1138,ec:1.4.1.11,Amino acid metabolism
1139,ec:1.4.1.12,Amino acid metabolism
1140,ec:1.4.3.14,Amino acid metabolism
1141,ec:1.5.1.1,Amino acid metabolism
1142,ec:1.5.1.10,Amino acid metabolism
